project,from_name,to_name,from_url,to_url,from_fqs,from_tctracer_fqs,from_testlinker_fqs,to_fqs,to_tctracer_fqs,to_testlinker_fqs,from_artifact,to_artifact,to_call_depth,label,tags,notes
spring-framework,transactionWithIsolationAndReadOnly,setPropagationBehavior,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/test/java/org/springframework/jdbc/datasource/DataSourceTransactionManagerTests.java#L759,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-tx/src/main/java/org/springframework/transaction/support/DefaultTransactionDefinition.java#L165,org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.transaction.support.DefaultTransactionDefinition.setPropagationBehavior(int),org.springframework.transaction.support.DefaultTransactionDefinition.setPropagationBehavior(int),org.springframework.transaction.support.DefaultTransactionDefinition.setPropagationBehavior(int),#test-code #test-case-method,#main-code,2,0,,
spring-framework,transactionWithIsolationAndReadOnly,setIsolationLevel,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/test/java/org/springframework/jdbc/datasource/DataSourceTransactionManagerTests.java#L759,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-tx/src/main/java/org/springframework/transaction/support/DefaultTransactionDefinition.java#L207,org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.transaction.support.DefaultTransactionDefinition.setIsolationLevel(int),org.springframework.transaction.support.DefaultTransactionDefinition.setIsolationLevel(int),org.springframework.transaction.support.DefaultTransactionDefinition.setIsolationLevel(int),#test-code #test-case-method,#main-code,2,0,,
spring-framework,transactionWithIsolationAndReadOnly,setReadOnly,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/test/java/org/springframework/jdbc/datasource/DataSourceTransactionManagerTests.java#L759,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-tx/src/main/java/org/springframework/transaction/support/DefaultTransactionDefinition.java#L254,org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.transaction.support.DefaultTransactionDefinition.setReadOnly(boolean),org.springframework.transaction.support.DefaultTransactionDefinition.setReadOnly(boolean),org.springframework.transaction.support.DefaultTransactionDefinition.setReadOnly(boolean),#test-code #test-case-method,#main-code,2,0,,
spring-framework,transactionWithIsolationAndReadOnly,setName,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/test/java/org/springframework/jdbc/datasource/DataSourceTransactionManagerTests.java#L759,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-tx/src/main/java/org/springframework/transaction/support/DefaultTransactionDefinition.java#L268,org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.transaction.support.DefaultTransactionDefinition.setName(java.lang.String),org.springframework.transaction.support.DefaultTransactionDefinition.setName(String),org.springframework.transaction.support.DefaultTransactionDefinition.setName(String),#test-code #test-case-method,#main-code,2,0,,
spring-framework,transactionWithIsolationAndReadOnly,executeWithoutResult,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/test/java/org/springframework/jdbc/datasource/DataSourceTransactionManagerTests.java#L759,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-tx/src/main/java/org/springframework/transaction/support/TransactionOperations.java#L66,org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.transaction.support.TransactionOperations.executeWithoutResult(java.util.function.Consumer<org.springframework.transaction.TransactionStatus>),org.springframework.transaction.support.TransactionOperations.executeWithoutResult(Consumer),org.springframework.transaction.support.TransactionOperations.executeWithoutResult(Consumer),#test-code #test-case-method,#main-code,2,1,,
spring-framework,transactionWithIsolationAndReadOnly,hasResource,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/test/java/org/springframework/jdbc/datasource/DataSourceTransactionManagerTests.java#L759,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-tx/src/main/java/org/springframework/transaction/support/TransactionSynchronizationManager.java#L120,org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.transaction.support.TransactionSynchronizationManager.hasResource(java.lang.Object),org.springframework.transaction.support.TransactionSynchronizationManager.hasResource(Object),org.springframework.transaction.support.TransactionSynchronizationManager.hasResource(DataSource),#test-code #test-case-method,#main-code,2,0,,
spring-framework,transactionWithIsolationAndReadOnly,isCurrentTransactionReadOnly,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/test/java/org/springframework/jdbc/datasource/DataSourceTransactionManagerTests.java#L759,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-tx/src/main/java/org/springframework/transaction/support/TransactionSynchronizationManager.java#L433,org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.transaction.support.TransactionSynchronizationManager.isCurrentTransactionReadOnly(),org.springframework.transaction.support.TransactionSynchronizationManager.isCurrentTransactionReadOnly(),org.springframework.transaction.support.TransactionSynchronizationManager.isCurrentTransactionReadOnly(),#test-code #test-case-method,#main-code,2,0,,
spring-framework,transactionWithIsolationAndReadOnly,isActualTransactionActive,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/test/java/org/springframework/jdbc/datasource/DataSourceTransactionManagerTests.java#L759,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-tx/src/main/java/org/springframework/transaction/support/TransactionSynchronizationManager.java#L499,org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.transaction.support.TransactionSynchronizationManager.isActualTransactionActive(),org.springframework.transaction.support.TransactionSynchronizationManager.isActualTransactionActive(),org.springframework.transaction.support.TransactionSynchronizationManager.isActualTransactionActive(),#test-code #test-case-method,#main-code,2,0,,
spring-framework,transactionWithIsolationAndReadOnly,TransactionTemplate,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/test/java/org/springframework/jdbc/datasource/DataSourceTransactionManagerTests.java#L759,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-tx/src/main/java/org/springframework/transaction/support/TransactionTemplate.java#L87,org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.jdbc.datasource.DataSourceTransactionManagerTests.transactionWithIsolationAndReadOnly(),org.springframework.transaction.support.TransactionTemplate.TransactionTemplate(org.springframework.transaction.PlatformTransactionManager),org.springframework.transaction.support.TransactionTemplate.TransactionTemplate(PlatformTransactionManager),org.springframework.transaction.support.TransactionTemplate.TransactionTemplate(DataSourceTransactionManager),#test-code #test-case-method,#main-code,2,0,,
spring-framework,translateDuplicateKey,getCause,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/test/java/org/springframework/jdbc/support/SQLStateSQLExceptionTranslatorTests.java#L66,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/main/java/org/springframework/cglib/beans/BulkBeanException.java#L40,org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),org.springframework.cglib.beans.BulkBeanException.getCause(),org.springframework.cglib.beans.BulkBeanException.getCause(),org.springframework.cglib.beans.BulkBeanException.getCause(),#test-code #test-case-method,#main-code,4,0,,
spring-framework,translateDuplicateKey,as,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/test/java/org/springframework/jdbc/support/SQLStateSQLExceptionTranslatorTests.java#L66,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/main/java/org/springframework/core/ResolvableType.java#L484,org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),org.springframework.core.ResolvableType.as(java.lang.Class<?>),org.springframework.core.ResolvableType.as(Class),org.springframework.core.ResolvableType.as(Class),#test-code #test-case-method,#main-code,4,0,,
spring-framework,translateDuplicateKey,translate,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/test/java/org/springframework/jdbc/support/SQLStateSQLExceptionTranslatorTests.java#L66,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/main/java/org/springframework/jdbc/support/SQLExceptionTranslator.java#L56,org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),"org.springframework.jdbc.support.SQLExceptionTranslator.translate(java.lang.String, java.lang.String, java.sql.SQLException)","org.springframework.jdbc.support.SQLExceptionTranslator.translate(String, String, SQLException)","org.springframework.jdbc.support.SQLExceptionTranslator.translate(String, String, SQLException)",#test-code #test-case-method,#main-code,3,1,,
spring-framework,translateDuplicateKey,assertTranslation,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/test/java/org/springframework/jdbc/support/SQLStateSQLExceptionTranslatorTests.java#L66,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/test/java/org/springframework/jdbc/support/SQLStateSQLExceptionTranslatorTests.java#L163,org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),"org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.assertTranslation(java.lang.String, java.lang.Class<?>)","org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.assertTranslation(String, Class)","org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.assertTranslation(String, Class)",#test-code #test-case-method,#test-code #test-helper-method,1,0,,
spring-framework,translateDuplicateKey,isNull,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/test/java/org/springframework/jdbc/support/SQLStateSQLExceptionTranslatorTests.java#L66,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-r2dbc/src/main/java/org/springframework/r2dbc/core/binding/Bindings.java#L171,org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),org.springframework.r2dbc.core.binding.Bindings.Binding.isNull(),org.springframework.r2dbc.core.binding.Bindings.Binding.isNull(),org.springframework.r2dbc.core.binding.Bindings.Binding.isNull(),#test-code #test-case-method,#main-code,3,0,,
spring-framework,translateDuplicateKey,HttpHeadersAssert,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-jdbc/src/test/java/org/springframework/jdbc/support/SQLStateSQLExceptionTranslatorTests.java#L66,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/main/java/org/springframework/test/http/HttpHeadersAssert.java#L47,org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),org.springframework.jdbc.support.SQLStateSQLExceptionTranslatorTests.translateDuplicateKey(),org.springframework.test.http.HttpHeadersAssert.HttpHeadersAssert(org.springframework.http.HttpHeaders),org.springframework.test.http.HttpHeadersAssert.HttpHeadersAssert(HttpHeaders),org.springframework.test.http.HttpHeadersAssert.HttpHeadersAssert(HttpHeaders),#test-code #test-case-method,#main-code,5,0,,
spring-framework,isRollbackWithMethodLevelRollbackWithExplicitValue,getTestClass,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/test/java/org/springframework/test/context/transaction/TransactionalTestExecutionListenerTests.java#L172,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/main/java/org/springframework/test/context/TestContext.java#L122,org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.context.TestContext.getTestClass(),org.springframework.test.context.TestContext.getTestClass(),org.springframework.test.context.TestContext.getTestClass(),#test-code #test-case-method,#main-code,2,0,,
spring-framework,isRollbackWithMethodLevelRollbackWithExplicitValue,getTestMethod,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/test/java/org/springframework/test/context/transaction/TransactionalTestExecutionListenerTests.java#L172,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/main/java/org/springframework/test/context/TestContext.java#L138,org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.context.TestContext.getTestMethod(),org.springframework.test.context.TestContext.getTestMethod(),org.springframework.test.context.TestContext.getTestMethod(),#test-code #test-case-method,#main-code,2,0,,
spring-framework,isRollbackWithMethodLevelRollbackWithExplicitValue,isRollback,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/test/java/org/springframework/test/context/transaction/TransactionalTestExecutionListenerTests.java#L172,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/main/java/org/springframework/test/context/transaction/TransactionalTestExecutionListener.java#L455,org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.context.transaction.TransactionalTestExecutionListener.isRollback(org.springframework.test.context.TestContext),org.springframework.test.context.transaction.TransactionalTestExecutionListener.isRollback(TestContext),org.springframework.test.context.transaction.TransactionalTestExecutionListener.isRollback(TestContext),#test-code #test-case-method,#main-code,2,1,,
spring-framework,isRollbackWithMethodLevelRollbackWithExplicitValue,HttpHeadersAssert,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/test/java/org/springframework/test/context/transaction/TransactionalTestExecutionListenerTests.java#L172,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/main/java/org/springframework/test/http/HttpHeadersAssert.java#L47,org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.http.HttpHeadersAssert.HttpHeadersAssert(org.springframework.http.HttpHeaders),org.springframework.test.http.HttpHeadersAssert.HttpHeadersAssert(HttpHeaders),org.springframework.test.http.HttpHeadersAssert.HttpHeadersAssert(HttpHeaders),#test-code #test-case-method,#main-code,3,0,,
spring-framework,isRollbackWithMethodLevelRollbackWithExplicitValue,isEqualTo,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/test/java/org/springframework/test/context/transaction/TransactionalTestExecutionListenerTests.java#L172,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/main/java/org/springframework/test/http/MediaTypeAssert.java#L55,org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.http.MediaTypeAssert.isEqualTo(java.lang.String),org.springframework.test.http.MediaTypeAssert.isEqualTo(String),org.springframework.test.http.MediaTypeAssert.isEqualTo(String),#test-code #test-case-method,#main-code,2,0,,
spring-framework,isRollbackWithMethodLevelRollbackWithExplicitValue,assertIsRollback,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/test/java/org/springframework/test/context/transaction/TransactionalTestExecutionListenerTests.java#L172,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/test/java/org/springframework/test/context/transaction/TransactionalTestExecutionListenerTests.java#L275,org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.isRollbackWithMethodLevelRollbackWithExplicitValue(),"org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.assertIsRollback(java.lang.Class<?>, boolean)","org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.assertIsRollback(Class, boolean)","org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests.assertIsRollback(Class, boolean)",#test-code #test-case-method,#test-code #test-helper-method,1,0,,
spring-framework,assertXmlEqualExceptionForIncorrectValue,assertXmlEqual,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/test/java/org/springframework/test/util/XmlExpectationsHelperTests.java#L42,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/main/java/org/springframework/test/util/XmlExpectationsHelper.java#L82,org.springframework.test.util.XmlExpectationsHelperTests.assertXmlEqualExceptionForIncorrectValue(),org.springframework.test.util.XmlExpectationsHelperTests.assertXmlEqualExceptionForIncorrectValue(),org.springframework.test.util.XmlExpectationsHelperTests.assertXmlEqualExceptionForIncorrectValue(),"org.springframework.test.util.XmlExpectationsHelper.assertXmlEqual(java.lang.String, java.lang.String)","org.springframework.test.util.XmlExpectationsHelper.assertXmlEqual(String, String)","org.springframework.test.util.XmlExpectationsHelper.assertXmlEqual(String, String)",#test-code #test-case-method,#main-code,1,1,,
spring-framework,requestAttributeMatcher,not,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/test/java/org/springframework/test/web/servlet/samples/client/standalone/resultmatches/RequestAttributeAssertionTests.java#L61,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/main/java/org/springframework/core/env/ProfilesParser.java#L132,org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.core.env.ProfilesParser.not(org.springframework.core.env.Profiles),org.springframework.core.env.ProfilesParser.not(Profiles),org.springframework.core.env.ProfilesParser.not(Profiles),#test-code #test-case-method,#main-code,1,0,,
spring-framework,requestAttributeMatcher,andExpect,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/test/java/org/springframework/test/web/servlet/samples/client/standalone/resultmatches/RequestAttributeAssertionTests.java#L61,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/main/java/org/springframework/test/web/client/DefaultRequestExpectation.java#L71,org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.test.web.client.DefaultRequestExpectation.andExpect(org.springframework.test.web.client.RequestMatcher),org.springframework.test.web.client.DefaultRequestExpectation.andExpect(RequestMatcher),org.springframework.test.web.client.DefaultRequestExpectation.andExpect(RequestMatcher),#test-code #test-case-method,#main-code,1,0,,
spring-framework,requestAttributeMatcher,isEmpty,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/test/java/org/springframework/test/web/servlet/samples/client/standalone/resultmatches/RequestAttributeAssertionTests.java#L61,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/main/java/org/springframework/test/web/reactive/server/WebTestClient.java#L1053,org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.test.web.reactive.server.WebTestClient.BodyContentSpec.isEmpty(),org.springframework.test.web.reactive.server.WebTestClient.BodyContentSpec.isEmpty(),org.springframework.test.web.reactive.server.WebTestClient.BodyContentSpec.isEmpty(),#test-code #test-case-method,#main-code,2,0,,
spring-framework,requestAttributeMatcher,get,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/test/java/org/springframework/test/web/servlet/samples/client/standalone/resultmatches/RequestAttributeAssertionTests.java#L61,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/main/java/org/springframework/test/web/reactive/server/WebTestClient.java#L111,org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.test.web.reactive.server.WebTestClient.get(),org.springframework.test.web.reactive.server.WebTestClient.get(),org.springframework.test.web.reactive.server.WebTestClient.get(),#test-code #test-case-method,#main-code,2,0,,
spring-framework,requestAttributeMatcher,uri,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/test/java/org/springframework/test/web/servlet/samples/client/standalone/resultmatches/RequestAttributeAssertionTests.java#L61,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/main/java/org/springframework/test/web/reactive/server/WebTestClient.java#L579,org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),"org.springframework.test.web.reactive.server.WebTestClient.UriSpec.uri(java.lang.String, java.lang.Object...)","org.springframework.test.web.reactive.server.WebTestClient.UriSpec.uri(String, Object)",org.springframework.test.web.reactive.server.WebTestClient.UriSpec.uri(String),#test-code #test-case-method,#main-code,2,0,,
spring-framework,requestAttributeMatcher,exchange,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/test/java/org/springframework/test/web/servlet/samples/client/standalone/resultmatches/RequestAttributeAssertionTests.java#L61,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/main/java/org/springframework/test/web/reactive/server/WebTestClient.java#L708,org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.test.web.servlet.samples.client.standalone.resultmatches.RequestAttributeAssertionTests.requestAttributeMatcher(),org.springframework.test.web.reactive.server.WebTestClient.RequestHeadersSpec.exchange(),org.springframework.test.web.reactive.server.WebTestClient.RequestHeadersSpec.exchange(),org.springframework.test.web.reactive.server.WebTestClient.RequestHeadersSpec.exchange(),#test-code #test-case-method,#main-code,2,0,,
